index,text,cleaned_text,sentiment
8419,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,rt @ rwsurfergirl : candidate n't attack @ realdonaldtrump fox stoping speaking . 🇺🇸 # gopdebate…,positive
8420,"The Republican Party wakes up with a huge hangover, a splitting headache and no idea why it's in bed with Donald Trump. #GOPDebate #RSG15","republican party wake huge hangover , splitting headache idea 's bed donald trump . # gopdebate # rsg15",positive
8421,@realDonaldTrump's incivility &amp; arrogance continues after @FoxNews #GOPDebate. http://t.co/nXoWLLfsIb http://t.co/oQawDkxERe,@ realdonaldtrump 's incivility & amp ; arrogance continues @ foxnews # gopdebate . http : //t.co/nxowllfsib http : //t.co/oqawdkxere,negative
8422,"RT @coketweet: Wow. Ignorant warmongering and blatant transphobia in the same sentence? Impressive, Mr. Huckabee. #GOPDebate","rt @ coketweet : wow . ignorant warmongering blatant transphobia sentence ? impressive , mr. huckabee . # gopdebate",positive
8423,RT @aubreysitterson: My favorite moment from last night's #GOPDebate http://t.co/Vnc4IslI7q,rt @ aubreysitterson : favorite moment last night 's # gopdebate http : //t.co/vnc4isli7q,positive
8424,"RT @renomarky: #GOPDebate #FoxDebate 

Absolutely no need for such long winded questions! We all know the topics! This ain't a gotcha game!…",rt @ renomarky : # gopdebate # foxdebate absolutely need long winded question ! know topic ! ai n't gotcha game ! …,positive
8425,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,rt @ rwsurfergirl : anyone else want punch chris wallace face ? # gopdebate # gopdebates 🇺🇸,positive
8426,.@Bipartisanism This was not at all talked about at the #GOPDebate http://t.co/4Wj0ZBZMqe,. @ bipartisanism talked # gopdebate http : //t.co/4wj0zbzmqe,positive
8427,RT @secretcabdriver: Bernie Sanders would wipe the floor with ALL of these clowns. #FeelTheBern #DebateWithBernie #GOPDebates,rt @ secretcabdriver : bernie sander would wipe floor clown . # feelthebern # debatewithbernie # gopdebates,positive
8428,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,rt @ ericstonestreet : trump cam hand . # gopdebates,positive
8429,RT @Bonnieinchgo: Recap of the #GOPdebate: these #TenMen want to make choices for all women. #GOPtbt http://t.co/V43yNzTRr7,rt @ bonnieinchgo : recap # gopdebate : # tenmen want make choice woman . # goptbt http : //t.co/v43ynztrr7,positive
8430,RT @johncardillo: Guess who had most speaking time at the #GOPDebate. @FoxNews moderators with 31.7% of time. http://t.co/2WSUT0c0Lx,rt @ johncardillo : guess speaking time # gopdebate . @ foxnews moderator 31.7 % time . http : //t.co/2wsut0c0lx,positive
8431,"Kasich, it may be the booze talking....but I think I like you man. #GOPDebates","kasich , may booze talking .... think like man . # gopdebates",positive
8432,"RT @jaxonsl: It was not a debate, it was just a heavily biased Q&amp;A. RT @libertyladyusa: Done! That's it folks! I'm confused LOL 

#GOPDebate","rt @ jaxonsl : debate , heavily biased q & amp ; a. rt @ libertyladyusa : done ! 's folk ! 'm confused lol # gopdebate",negative
8433,RT @benshapiro: Cruz looking great in this debate. #GOPDebate,rt @ benshapiro : cruz looking great debate . # gopdebate,positive
8434,RT @alexandraheuser: CONGRATULATIONS .@RickSantorum GR8 job at #GOPDebate 2night #GameON #Rick2016 https://t.co/Lf4cHPrf7h,rt @ alexandraheuser : congratulation . @ ricksantorum gr8 job # gopdebate 2night # gameon # rick2016 http : //t.co/lf4chprf7h,positive
8435,The award for most disingenuous statement in last night's #GOPDebate goes to @JebBush for his #CommonCore doubletalk: http://t.co/76tpcVSjwD,award disingenuous statement last night 's # gopdebate go @ jebbush # commoncore doubletalk : http : //t.co/76tpcvsjwd,positive
8436,RT @patriotmom61: Did you know? Rick Santorum on Donald Trump and Donald Trump on Blue Collar Conservatives https://t.co/duUPR696nr #GOPDeb…,rt @ patriotmom61 : know ? rick santorum donald trump donald trump blue collar conservative http : //t.co/duupr696nr # gopdeb…,positive
8437,Advice to #GOP candidates in order of how I think they finished 3rd place Ben Carson you'rve been noticed flesh it out  #gopdebate #tcot #p2,advice # gop candidate order think finished 3rd place ben carson you'rve noticed flesh # gopdebate # tcot # p2,positive
8438,"@FrankLuntz @maxwelltani
Think anyone failed to note #GOPDebate &amp; your afterparty was to intended to derail Trump? Fair n balanced my ass.",@ frankluntz @ maxwelltani think anyone failed note # gopdebate & amp ; afterparty intended derail trump ? fair n balanced as .,negative
8439,RT @mynor: This is Men's Warehouse's biggest night. #GOPDebate #ClownCarDumpsterFire,rt @ mynor : men 's warehouse 's biggest night . # gopdebate # clowncardumpsterfire,positive
8440,The #GOPDebate PROVED why @RealBenCarson is here for good.... @rfrasher90 #Neurosurgery #Deserving #POTUS #Genius http://t.co/2fF3OmzjSM,# gopdebate proved @ realbencarson good .... @ rfrasher90 # neurosurgery # deserving # potus # genius http : //t.co/2ff3omzjsm,positive
8441,"RT @SupermanHotMale: Dear fox news moderator, you forgot to say chinese hacking started under the Bush Admin... #GopDebates","rt @ supermanhotmale : dear fox news moderator , forgot say chinese hacking started bush admin ... # gopdebates",positive
8442,"""Eighty percent of the people in our prisons have addictions or problems."" One of the few #GOPDebate moments that made sense @JohnKasich",`` eighty percent people prison addiction problem . '' one # gopdebate moment made sense @ johnkasich,negative
8443,"Wait, did I watch a presidential debate last night or a roast on #ComedyCentral ? #GOPDebate","wait , watch presidential debate last night roast # comedycentral ? # gopdebate",positive
8444,"RT @PK_Pulse: Q: what does @wmata and the #GOPDebate have in common?
A: They're both a shit show.",rt @ pk_pulse : q : @ wmata # gopdebate common ? : 're shit show .,negative
8445,Really thought @marcorubio had a solid performance last night! #GOPDebate,really thought @ marcorubio solid performance last night ! # gopdebate,positive
8446,My take on the #GOPDebate: it wasn't a true debate. Except for a handful of onstage battles it was really just people answering questions,take # gopdebate : n't true debate . except handful onstage battle really people answering question,negative
8447,Protect the money. #GOPDebate http://t.co/7YWQGYDuKw,protect money . # gopdebate http : //t.co/7ywqgydukw,positive
8448,#BenCaraon is dull and an embarrassment to ANY PERSON of color #GOPDebate #GOPDebates,# bencaraon dull embarrassment person color # gopdebate # gopdebates,negative
8449,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…","rt @ rwsurfergirl : think cruz trump need band together expose set job , get rid bush rubio , 🇺🇸 # gopdebate # g…",negative
8450,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates,rt @ rwsurfergirl : need order another green apple martini process hell happened . 🇺🇸 # gopdebate # gopdebates,negative
8451,"RT @_HankRearden: Well, so much for Krauthammer's theory about the 'collapse of Trump' lol. #GOPDebate #Trump2016 http://t.co/xtMDUbZGnj","rt @ _hankrearden : well , much krauthammer 's theory 'collapse trump ' lol . # gopdebate # trump2016 http : //t.co/xtmdubzgnj",positive
8452,"#GOPDebates #TedCruz ""We need a fiscal, national, and social conservative.""","# gopdebates # tedcruz `` need fiscal , national , social conservative . ''",positive
8453,"RT @Tombx7M: Cruz had a great night.
#hannity #GOPDebate",rt @ tombx7m : cruz great night . # hannity # gopdebate,positive
8454,"RT @IStateYourName_: Is *ANYONE* watching this debate *for* Jeb!? &lt;---serious question. Jeb! supporters are like unicorns, I've never seen …","rt @ istateyourname_ : * anyone * watching debate * * jeb ! ? & lt ; -- -serious question . jeb ! supporter like unicorn , 've never seen …",positive
8455,RT @andreafed: @Deb_Libby Half the Republican base has dementia. They probably found it riveting (when not confusing the TV w/the toaster).…,rt @ andreafed : @ deb_libby half republican base dementia . probably found riveting ( confusing tv w/the toaster ) .…,negative
8456,"Was this the Megyn Kelly Comedy Show?  Will this go on until Nov 2016? Is she considered a journalist? NO,NO, NO !! #GopDebate @FoxNews","megyn kelly comedy show ? go nov 2016 ? considered journalist ? , , ! ! # gopdebate @ foxnews",positive
8457,"RT @dominionIN: Blimey! #GOPDebate #Foxnews 
@FoxNews @piersmorgan http://t.co/GtXRtJ8yBN",rt @ dominionin : blimey ! # gopdebate # foxnews @ foxnews @ piersmorgan http : //t.co/gtxrtj8ybn,positive
8458,RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,rt @ rwsurfergirl : american people pick next president united state fox news 🇺🇸 # gopdebate # gopdebates,positive
8459,RT @SupermanHotMale: These fox news debates are no more than comedy at the laugh store... it's all for fun. #GopDebates,rt @ supermanhotmale : fox news debate comedy laugh store ... 's fun . # gopdebates,positive
8460,#llama2016 running away from the other GOP candidates after the #GOPDebate http://t.co/TIntR7P9po,# llama2016 running away gop candidate # gopdebate http : //t.co/tintr7p9po,positive
8461,RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,rt @ rwsurfergirl : american people pick next president united state fox news 🇺🇸 # gopdebate # gopdebates,positive
8462,RT @SalMasekela: That moment you realize you're watching Fox News and your not in handcuffs. #GOPDebates http://t.co/5L9INki5SF,rt @ salmasekela : moment realize 're watching fox news handcuff . # gopdebates http : //t.co/5l9inki5sf,positive
8463,"#GOPDebate well this ought to be interesting...#drinkinggame anyone?? That Donald Trump is a real winner #asshole
http://t.co/iVGI0Yq2TB",# gopdebate well ought interesting ... # drinkinggame anyone ? ? donald trump real winner # asshole http : //t.co/ivgi0yq2tb,positive
8464,RT @secretcabdriver: Bernie Sanders would wipe the floor with ALL of these clowns. #FeelTheBern #DebateWithBernie #GOPDebates,rt @ secretcabdriver : bernie sander would wipe floor clown . # feelthebern # debatewithbernie # gopdebates,positive
8465,This is dumb. #GOPDebates,dumb . # gopdebates,negative
8466,RT @PhoenixWomanMN: Mitt was Edward Everett compared to #DeerInTheHeadlightsJeb .  #Jeb #FoxDebate #GOPDebate  https://t.co/ot0UReKL43,rt @ phoenixwomanmn : mitt edward everett compared # deerintheheadlightsjeb . # jeb # foxdebate # gopdebate http : //t.co/ot0urekl43,positive
8467,"Wonder what ""President"" @realDonaldTrump's late-night tweeting might look like after meeting with Angela Merkel. #GOPdebate",wonder `` president '' @ realdonaldtrump 's late-night tweeting might look like meeting angela merkel . # gopdebate,positive
8468,So who watched the GOP Debate last night and saw Trump #DonaldTrump #GOPDebate @realDonaldTrump #TrumpForPresident,watched gop debate last night saw trump # donaldtrump # gopdebate @ realdonaldtrump # trumpforpresident,positive
8469,"RT @Just_JDreaming: Fox to Presidential Candidates: So lets all talk about God for a second.
 
Founding Fathers:
Jesus: 
#GOPDebates http:/…",rt @ just_jdreaming : fox presidential candidate : let talk god second . founding father : jesus : # gopdebates http : /…,positive
8470,Jeb Bush's common core initiative is rife with corruption ... #hack #CommonCore #GopDebates,jeb bush 's common core initiative rife corruption ... # hack # commoncore # gopdebates,positive
8471,"Oh Poor,  Trojan Horse Trump pouting because he's a VICTIM Now?? #tcot #ccot #GOPDebate","oh poor , trojan horse trump pouting 's victim ? ? # tcot # ccot # gopdebate",negative
8472,"RT @LeKarmaSucre: How the #GOPDebate handled #BlackLivesMatter 

http://t.co/8ZGdY6lPCT",rt @ lekarmasucre : # gopdebate handled # blacklivesmatter http : //t.co/8zgdy6lpct,positive
8473,RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates,rt @ rwsurfergirl : @ megynkelly posed adult pictures.should bring ? # gopdebate # gopdebates,positive
8474,"If your sole takeaway from the #GOPDebate is ""they're dumb,"" then you're no better than you think they are.","sole takeaway # gopdebate `` 're dumb , '' 're better think .",negative
8475,RT @LibyaLiberty: The #GOPDebate in pictures. http://t.co/3wYsQ41YaK,rt @ libyaliberty : # gopdebate picture . http : //t.co/3wysq41yak,positive
8476,So the #USPrezdebate... I totally think Tanned Trump is a gaffe to all the presidential candidates #GOPDebate,# usprezdebate ... totally think tanned trump gaffe presidential candidate # gopdebate,positive
8477,I'd rather go swim in my pool with my kids than watch the #GOPDebates. I'll get analysis from @TYTNetwork &amp; @majorityfm tomorrow.,'d rather go swim pool kid watch # gopdebates . 'll get analysis @ tytnetwork & amp ; @ majorityfm tomorrow .,positive
8478,"Total #SmackDown DC having half a brain, best line #GOPDebates.
#WORD to your Muther @OneToughMutherK","total # smackdown dc half brain , best line # gopdebates . # word muther @ onetoughmutherk",positive
8479,One youth notes that @FoxNews moderators feed questions to some of the candidates to fit their talking points #GOPDebate,one youth note @ foxnews moderator feed question candidate fit talking point # gopdebate,positive
